Degree,Specialization,CGPA,JobRole,Programming,Internship,Projects,Certification,ProblemSolving
B.Tech,Cyber Security,6.41,Support Engineer,Python,No,1,Yes,Low
M.Tech,Data Science,7.95,Business Analyst,Python,Yes,3,Yes,Medium
BCA,Cyber Security,9.65,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Tech,CSE,6.57,DevOps Engineer,Java,No,1,Yes,Low
BCA,Machine Learning,8.6,AI Engineer,Python,Yes,4,Yes,High
M.Sc,AI,9.95,AI Engineer,Python,Yes,5,Yes,High
B.Sc,Electronics,9.91,Cloud Engineer,Python,Yes,4,Yes,High
B.Tech,IT,6.58,Support Engineer,Python,No,1,Yes,Low
MCA,Cyber Security,9.84,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Sc,CSE,6.3,DevOps Engineer,Java,No,0,No,Low
M.Tech,Electronics,8.67,Support Engineer,Python,Yes,4,Yes,High
M.Tech,CSE,7.55,DevOps Engineer,Python,Yes,3,No,Medium
B.Sc,Cyber Security,7.98,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MBA,Information Security,6.33,Support Engineer,Python,No,0,Yes,Low
B.Tech,Machine Learning,9.36,AI Engineer,Python,Yes,5,Yes,High
MCA,Machine Learning,8.0,Data Scientist,Python,Yes,2,Yes,Medium
BBA,Electronics,9.4,Cloud Engineer,C++,Yes,3,Yes,High
MCA,Information Security,7.7,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,Machine Learning,6.93,Data Scientist,Python,No,1,Yes,Low
BBA,AI,8.09,AI Engineer,Python,Yes,3,Yes,Medium
BBA,IT,8.44,Cloud Engineer,Python,Yes,3,No,Medium
M.Tech,Finance,7.21,Business Analyst,C++,No,2,Yes,Medium
B.Tech,Electronics,7.78,Support Engineer,C++,Yes,3,No,Medium
BBA,Data Science,6.42,Business Analyst,Python,No,1,Yes,Low
BBA,Cyber Security,9.21,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Software Engineering,6.58,DevOps Engineer,Java,No,0,No,Low
B.Tech,Information Security,9.72,Cyber Security Analyst,Python,Yes,4,No,High
MCA,IT,7.45,Support Engineer,Python,No,3,Yes,Medium
M.Tech,Data Science,8.95,Data Scientist,Python,Yes,3,Yes,High
BBA,Finance,8.75,Business Analyst,Java,Yes,5,Yes,High
M.Sc,Machine Learning,6.18,Data Scientist,Python,No,0,Yes,Low
BCA,CSE,6.25,DevOps Engineer,Java,No,1,Yes,Low
M.Sc,Electronics,8.16,Support Engineer,C++,Yes,2,Yes,Medium
B.Tech,Business Analytics,9.04,Business Analyst,C++,Yes,5,No,High
M.Sc,Electronics,7.32,Support Engineer,Python,No,3,No,Medium
M.Tech,Information Security,9.4,Cyber Security Analyst,Python,Yes,5,No,High
BCA,Data Science,6.1,Business Analyst,Python,No,1,Yes,Low
B.Tech,Software Engineering,7.71,Software Developer,Java,Yes,3,Yes,Medium
BCA,Cyber Security,9.4,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Sc,Machine Learning,8.05,Data Scientist,Python,Yes,3,Yes,Medium
M.Tech,Electronics,6.45,Support Engineer,C++,No,1,No,Low
BBA,CSE,8.44,DevOps Engineer,Java,Yes,3,Yes,Medium
M.Sc,IT,9.74,Cloud Engineer,C++,Yes,4,Yes,High
MBA,AI,9.55,AI Engineer,Python,Yes,5,Yes,High
BCA,Software Engineering,7.73,Software Developer,Java,Yes,3,Yes,Medium
B.Sc,CSE,8.48,DevOps Engineer,C++,Yes,3,No,Medium
BCA,Information Security,6.51,Support Engineer,Python,No,0,Yes,Low
B.Tech,Software Engineering,8.85,Software Developer,Java,Yes,5,No,High
B.Tech,Machine Learning,6.83,Data Scientist,Python,No,1,Yes,Low
MCA,Electronics,7.51,Support Engineer,C++,Yes,3,Yes,Medium
MCA,Data Science,9.64,Data Scientist,Python,Yes,4,Yes,High
MBA,Business Analytics,7.76,Business Analyst,Python,Yes,3,Yes,Medium
BCA,CSE,8.7,Software Developer,Python,Yes,5,Yes,High
M.Sc,Machine Learning,6.99,Data Scientist,Python,No,0,Yes,Low
M.Tech,Business Analytics,9.34,Business Analyst,Python,Yes,3,No,High
BBA,Business Analytics,6.14,Business Analyst,Python,No,0,Yes,Low
BCA,Data Science,8.76,Data Scientist,Python,Yes,5,Yes,High
B.Sc,CSE,6.38,DevOps Engineer,C++,No,1,No,Low
MBA,Software Engineering,8.05,Software Developer,Java,Yes,3,Yes,Medium
B.Sc,Information Security,8.91,Cyber Security Analyst,Python,Yes,4,No,High
MBA,Electronics,6.81,Support Engineer,C++,No,1,Yes,Low
B.Sc,Electronics,6.84,Support Engineer,Java,No,0,Yes,Low
BCA,CSE,6.61,DevOps Engineer,C++,No,1,Yes,Low
MCA,AI,7.75,Data Scientist,Python,Yes,3,Yes,Medium
MCA,Electronics,6.54,Support Engineer,Python,No,1,No,Low
B.Sc,AI,8.31,AI Engineer,Python,Yes,3,Yes,Medium
MCA,Data Science,7.4,Business Analyst,Python,No,2,Yes,Medium
MBA,Electronics,7.97,Support Engineer,C++,Yes,3,No,Medium
BCA,Electronics,6.07,Support Engineer,Python,No,1,No,Low
M.Tech,Machine Learning,7.76,Data Scientist,Python,Yes,2,Yes,Medium
MBA,Data Science,8.26,Data Scientist,Python,Yes,3,Yes,Medium
MCA,IT,6.5,Support Engineer,Python,No,0,Yes,Low
MCA,AI,8.82,AI Engineer,Python,Yes,5,Yes,High
B.Sc,IT,6.43,Support Engineer,Java,No,0,No,Low
MBA,Electronics,8.81,Support Engineer,Java,Yes,5,Yes,High
B.Sc,Business Analytics,8.9,Business Analyst,C++,Yes,5,Yes,High
B.Sc,Data Science,9.92,Data Scientist,Python,Yes,5,Yes,High
MBA,Information Security,8.41,Cyber Security Analyst,Python,Yes,3,No,Medium
B.Sc,AI,8.49,AI Engineer,Python,Yes,3,Yes,Medium
M.Tech,Data Science,9.58,Data Scientist,Python,Yes,3,Yes,High
BCA,Data Science,9.13,Data Scientist,Python,Yes,5,Yes,High
M.Sc,Machine Learning,8.41,AI Engineer,Python,Yes,2,Yes,Medium
MCA,Electronics,8.1,Support Engineer,Python,Yes,3,Yes,Medium
B.Tech,Machine Learning,8.54,AI Engineer,Python,Yes,5,Yes,High
BCA,Business Analytics,9.2,Business Analyst,Python,Yes,5,Yes,High
MBA,Cyber Security,6.58,Support Engineer,Python,No,1,Yes,Low
MCA,Information Security,6.84,Support Engineer,Python,No,1,No,Low
BBA,AI,7.34,Data Scientist,Python,No,2,Yes,Medium
MBA,Software Engineering,6.9,DevOps Engineer,Java,No,1,No,Low
M.Tech,Electronics,9.54,Cloud Engineer,Python,Yes,5,No,High
M.Sc,CSE,6.17,DevOps Engineer,Java,No,0,Yes,Low
B.Tech,Information Security,9.29,Cyber Security Analyst,Python,Yes,4,No,High
B.Tech,CSE,6.2,DevOps Engineer,Python,No,1,Yes,Low
BBA,IT,6.16,Support Engineer,C++,No,1,Yes,Low
BCA,IT,8.43,Cloud Engineer,C++,Yes,2,Yes,Medium
M.Tech,CSE,9.83,Software Developer,Java,Yes,3,Yes,High
MCA,Data Science,7.72,Business Analyst,Python,Yes,2,Yes,Medium
BCA,Information Security,7.49,Cyber Security Analyst,Python,No,2,Yes,Medium
B.Tech,Electronics,6.4,Support Engineer,Python,No,1,Yes,Low
B.Tech,AI,9.97,AI Engineer,Python,Yes,5,Yes,High
B.Tech,Electronics,6.84,Support Engineer,Python,No,0,No,Low
BCA,Finance,6.28,Business Analyst,Python,No,0,Yes,Low
B.Sc,Machine Learning,8.89,AI Engineer,Python,Yes,3,Yes,High
B.Sc,IT,8.13,Cloud Engineer,Java,Yes,2,No,Medium
M.Sc,Business Analytics,8.24,Business Analyst,Python,Yes,3,Yes,Medium
M.Tech,Software Engineering,7.05,DevOps Engineer,Java,No,3,No,Medium
BBA,Business Analytics,6.81,Business Analyst,Python,No,0,Yes,Low
MCA,Software Engineering,8.17,Software Developer,Java,Yes,2,Yes,Medium
B.Tech,CSE,9.58,Software Developer,Java,Yes,3,Yes,High
MCA,CSE,7.76,DevOps Engineer,Java,Yes,3,No,Medium
B.Tech,AI,7.58,Data Scientist,Python,Yes,3,Yes,Medium
BBA,Business Analytics,7.44,Business Analyst,C++,No,2,Yes,Medium
B.Sc,Finance,8.93,Business Analyst,C++,Yes,5,Yes,High
BBA,Business Analytics,9.48,Business Analyst,Java,Yes,3,Yes,High
B.Tech,Software Engineering,9.92,Software Developer,Java,Yes,5,No,High
B.Sc,AI,7.14,Data Scientist,Python,No,2,Yes,Medium
BBA,Software Engineering,8.08,Software Developer,Java,Yes,2,No,Medium
BCA,Cyber Security,7.42,Cyber Security Analyst,Python,No,2,Yes,Medium
B.Sc,Finance,8.02,Business Analyst,Python,Yes,3,Yes,Medium
BBA,IT,6.71,Support Engineer,Python,No,1,No,Low
B.Tech,Finance,6.13,Business Analyst,Python,No,0,No,Low
BCA,Cyber Security,8.01,Cyber Security Analyst,Python,Yes,2,Yes,Medium
M.Tech,Finance,6.17,Business Analyst,C++,No,0,No,Low
BCA,Data Science,6.82,Business Analyst,Python,No,1,Yes,Low
MCA,Business Analytics,8.42,Business Analyst,Python,Yes,3,Yes,Medium
B.Tech,Business Analytics,6.44,Business Analyst,C++,No,0,No,Low
B.Sc,Business Analytics,8.44,Business Analyst,Python,Yes,3,No,Medium
MBA,Machine Learning,9.68,AI Engineer,Python,Yes,4,Yes,High
M.Tech,Data Science,8.97,Data Scientist,Python,Yes,3,Yes,High
MBA,CSE,7.39,DevOps Engineer,Java,No,2,No,Medium
BCA,Machine Learning,7.74,Data Scientist,Python,Yes,3,Yes,Medium
M.Sc,Data Science,7.11,Business Analyst,Python,No,3,Yes,Medium
B.Tech,Business Analytics,7.08,Business Analyst,Python,No,3,No,Medium
MCA,Cyber Security,6.47,Support Engineer,Python,No,1,Yes,Low
M.Sc,IT,8.45,Cloud Engineer,Java,Yes,2,No,Medium
M.Tech,Cyber Security,9.3,Cyber Security Analyst,Python,Yes,3,Yes,High
BCA,Information Security,7.14,Cyber Security Analyst,Python,No,2,Yes,Medium
MCA,Data Science,6.2,Business Analyst,Python,No,0,Yes,Low
M.Tech,Information Security,7.79,Cyber Security Analyst,Python,Yes,3,No,Medium
BCA,Machine Learning,7.03,Data Scientist,Python,No,2,Yes,Medium
MBA,CSE,8.42,DevOps Engineer,C++,Yes,2,Yes,Medium
MCA,Machine Learning,6.49,Data Scientist,Python,No,1,Yes,Low
BCA,Electronics,6.48,Support Engineer,Java,No,0,No,Low
MCA,IT,6.59,Support Engineer,Java,No,0,No,Low
M.Sc,Information Security,8.24,Cyber Security Analyst,Python,Yes,2,No,Medium
B.Tech,Machine Learning,7.08,Data Scientist,Python,No,3,Yes,Medium
B.Tech,CSE,7.84,DevOps Engineer,Java,Yes,3,Yes,Medium
B.Sc,Business Analytics,9.54,Business Analyst,Python,Yes,4,No,High
BBA,Business Analytics,9.0,Business Analyst,C++,Yes,5,Yes,High
M.Tech,Information Security,9.23,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Tech,AI,8.26,AI Engineer,Python,Yes,2,Yes,Medium
B.Tech,AI,6.76,Data Scientist,Python,No,0,Yes,Low
B.Sc,Cyber Security,6.96,Support Engineer,Python,No,1,Yes,Low
B.Sc,IT,7.74,Support Engineer,Java,Yes,3,No,Medium
MCA,Cyber Security,6.88,Support Engineer,Python,No,0,Yes,Low
B.Tech,Electronics,7.44,Support Engineer,Python,No,3,No,Medium
B.Tech,Data Science,6.2,Business Analyst,Python,No,1,Yes,Low
B.Sc,Finance,7.23,Business Analyst,C++,No,3,Yes,Medium
BBA,Cyber Security,8.94,Cyber Security Analyst,Python,Yes,4,Yes,High
M.Tech,Cyber Security,7.05,Cyber Security Analyst,Python,No,3,Yes,Medium
BCA,Information Security,9.57,Cyber Security Analyst,Python,Yes,3,No,High
BBA,AI,6.41,Data Scientist,Python,No,0,Yes,Low
B.Tech,Finance,6.42,Business Analyst,C++,No,0,Yes,Low
M.Tech,Finance,8.56,Business Analyst,C++,Yes,3,Yes,High
B.Tech,AI,9.58,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Machine Learning,8.45,AI Engineer,Python,Yes,3,Yes,Medium
MCA,IT,7.47,Support Engineer,Java,No,3,Yes,Medium
MBA,AI,9.73,AI Engineer,Python,Yes,3,Yes,High
MBA,Cyber Security,7.79,Cyber Security Analyst,Python,Yes,2,Yes,Medium
MCA,AI,7.41,Data Scientist,Python,No,3,Yes,Medium
BCA,Machine Learning,7.31,Data Scientist,Python,No,2,Yes,Medium
B.Tech,CSE,8.03,DevOps Engineer,Java,Yes,3,Yes,Medium
B.Tech,Cyber Security,9.19,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,Business Analytics,9.88,Business Analyst,C++,Yes,4,Yes,High
BCA,Machine Learning,8.22,AI Engineer,Python,Yes,3,Yes,Medium
B.Sc,Data Science,8.58,Data Scientist,Python,Yes,3,Yes,High
M.Sc,Business Analytics,6.6,Business Analyst,Python,No,1,No,Low
BBA,Business Analytics,8.99,Business Analyst,Java,Yes,4,Yes,High
M.Tech,Data Science,7.8,Business Analyst,Python,Yes,2,Yes,Medium
B.Tech,AI,8.37,AI Engineer,Python,Yes,3,Yes,Medium
BBA,Data Science,9.65,Data Scientist,Python,Yes,4,Yes,High
M.Sc,AI,7.24,Data Scientist,Python,No,3,Yes,Medium
M.Sc,AI,8.04,AI Engineer,Python,Yes,3,Yes,Medium
MBA,Cyber Security,7.02,Cyber Security Analyst,Python,No,2,Yes,Medium
B.Sc,Data Science,8.97,Data Scientist,Python,Yes,4,Yes,High
BCA,IT,9.49,Cloud Engineer,Java,Yes,5,No,High
B.Tech,Software Engineering,8.14,Software Developer,Java,Yes,2,No,Medium
MCA,Cyber Security,7.46,Cyber Security Analyst,Python,No,2,Yes,Medium
MCA,CSE,6.87,DevOps Engineer,C++,No,1,No,Low
M.Tech,CSE,6.23,DevOps Engineer,Java,No,0,No,Low
BBA,Cyber Security,7.97,Cyber Security Analyst,Python,Yes,2,Yes,Medium
BBA,CSE,8.38,DevOps Engineer,Python,Yes,3,Yes,Medium
M.Tech,AI,6.77,Data Scientist,Python,No,1,Yes,Low
M.Sc,IT,9.63,Cloud Engineer,Java,Yes,3,No,High
M.Sc,AI,9.16,AI Engineer,Python,Yes,3,Yes,High
MCA,CSE,7.3,DevOps Engineer,Java,No,2,No,Medium
MCA,Finance,7.53,Business Analyst,C++,Yes,3,Yes,Medium
M.Sc,IT,8.59,Cloud Engineer,C++,Yes,3,Yes,High
BBA,Data Science,6.88,Business Analyst,Python,No,0,Yes,Low
MCA,Information Security,9.68,Cyber Security Analyst,Python,Yes,4,No,High
MCA,Business Analytics,9.04,Business Analyst,Java,Yes,3,Yes,High
M.Tech,Information Security,8.85,Cyber Security Analyst,Python,Yes,5,No,High
B.Tech,Business Analytics,6.73,Business Analyst,Python,No,0,Yes,Low
B.Sc,Finance,9.26,Business Analyst,Java,Yes,3,No,High
BBA,Software Engineering,6.69,DevOps Engineer,Java,No,1,No,Low
BBA,Software Engineering,6.29,DevOps Engineer,Java,No,0,No,Low
M.Tech,Information Security,8.74,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Tech,CSE,8.96,Software Developer,Java,Yes,4,Yes,High
B.Tech,Finance,8.22,Business Analyst,Java,Yes,2,Yes,Medium
M.Tech,Data Science,7.29,Business Analyst,Python,No,3,Yes,Medium
BCA,Software Engineering,6.37,DevOps Engineer,Java,No,0,Yes,Low
MBA,Machine Learning,8.9,AI Engineer,Python,Yes,4,Yes,High
MCA,Cyber Security,7.27,Cyber Security Analyst,Python,No,3,Yes,Medium
BCA,Electronics,8.27,Support Engineer,C++,Yes,2,Yes,Medium
BBA,Machine Learning,8.4,AI Engineer,Python,Yes,2,Yes,Medium
M.Sc,Finance,9.29,Business Analyst,C++,Yes,4,No,High
M.Tech,Information Security,6.92,Support Engineer,Python,No,0,Yes,Low
M.Tech,CSE,6.21,DevOps Engineer,C++,No,1,No,Low
M.Tech,IT,7.6,Support Engineer,C++,Yes,2,No,Medium
M.Tech,Machine Learning,9.76,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Business Analytics,7.6,Business Analyst,C++,Yes,3,Yes,Medium
BCA,Data Science,7.46,Business Analyst,Python,No,2,Yes,Medium
M.Tech,CSE,8.43,DevOps Engineer,Java,Yes,3,Yes,Medium
B.Tech,AI,6.33,Data Scientist,Python,No,0,Yes,Low
M.Sc,Cyber Security,7.49,Cyber Security Analyst,Python,No,3,Yes,Medium
MCA,Machine Learning,7.47,Data Scientist,Python,No,3,Yes,Medium
BBA,Data Science,6.75,Business Analyst,Python,No,0,Yes,Low
M.Sc,Cyber Security,7.69,Cyber Security Analyst,Python,Yes,3,Yes,Medium
M.Tech,CSE,8.54,Software Developer,C++,Yes,3,No,High
BBA,Data Science,6.27,Business Analyst,Python,No,1,Yes,Low
B.Tech,Finance,8.31,Business Analyst,Java,Yes,2,No,Medium
M.Tech,IT,8.63,Cloud Engineer,Java,Yes,4,Yes,High
B.Sc,Machine Learning,7.8,Data Scientist,Python,Yes,2,Yes,Medium
B.Sc,Finance,6.09,Business Analyst,Python,No,0,Yes,Low
M.Tech,Business Analytics,8.25,Business Analyst,Java,Yes,2,No,Medium
BBA,Business Analytics,7.41,Business Analyst,Java,No,2,Yes,Medium
M.Sc,AI,9.86,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Data Science,6.86,Business Analyst,Python,No,0,Yes,Low
MBA,Electronics,9.07,Cloud Engineer,Python,Yes,5,Yes,High
MBA,Software Engineering,6.34,DevOps Engineer,Java,No,0,Yes,Low
B.Sc,Electronics,9.44,Cloud Engineer,Python,Yes,5,No,High
BCA,Software Engineering,6.02,DevOps Engineer,Java,No,1,Yes,Low
M.Sc,Electronics,7.61,Support Engineer,Java,Yes,2,No,Medium
M.Tech,IT,9.46,Cloud Engineer,C++,Yes,3,No,High
M.Tech,AI,6.92,Data Scientist,Python,No,1,Yes,Low
MCA,Business Analytics,8.38,Business Analyst,Java,Yes,2,No,Medium
B.Sc,AI,7.45,Data Scientist,Python,No,2,Yes,Medium
MCA,IT,6.31,Support Engineer,C++,No,0,Yes,Low
B.Sc,IT,7.17,Support Engineer,Java,No,3,Yes,Medium
M.Sc,Finance,8.24,Business Analyst,Java,Yes,2,No,Medium
BBA,Data Science,9.11,Data Scientist,Python,Yes,4,Yes,High
M.Sc,Finance,9.44,Business Analyst,Java,Yes,3,Yes,High
M.Sc,Cyber Security,9.75,Cyber Security Analyst,Python,Yes,4,Yes,High
MBA,Cyber Security,9.11,Cyber Security Analyst,Python,Yes,4,Yes,High
MCA,Electronics,9.89,Cloud Engineer,Python,Yes,5,No,High
MCA,Business Analytics,7.66,Business Analyst,Python,Yes,2,No,Medium
BBA,AI,6.64,Data Scientist,Python,No,1,Yes,Low
B.Sc,Machine Learning,6.97,Data Scientist,Python,No,1,Yes,Low
BBA,Cyber Security,9.35,Cyber Security Analyst,Python,Yes,3,Yes,High
BBA,Information Security,9.89,Cyber Security Analyst,Python,Yes,3,Yes,High
MBA,CSE,6.94,DevOps Engineer,C++,No,1,No,Low
MCA,AI,9.84,AI Engineer,Python,Yes,4,Yes,High
BCA,Finance,6.96,Business Analyst,Python,No,1,No,Low
MCA,AI,7.34,Data Scientist,Python,No,3,Yes,Medium
B.Tech,CSE,9.99,Software Developer,Java,Yes,5,Yes,High
BBA,Information Security,9.23,Cyber Security Analyst,Python,Yes,5,Yes,High
B.Tech,Electronics,9.1,Cloud Engineer,Java,Yes,4,Yes,High
M.Sc,CSE,7.01,DevOps Engineer,Java,No,2,No,Medium
BBA,Machine Learning,7.72,Data Scientist,Python,Yes,3,Yes,Medium
B.Sc,Information Security,7.87,Cyber Security Analyst,Python,Yes,3,No,Medium
M.Sc,AI,6.26,Data Scientist,Python,No,0,Yes,Low
M.Sc,CSE,6.67,DevOps Engineer,C++,No,1,No,Low
MCA,Data Science,8.2,Data Scientist,Python,Yes,2,Yes,Medium
BCA,AI,9.86,AI Engineer,Python,Yes,3,Yes,High
MBA,CSE,8.32,DevOps Engineer,C++,Yes,3,Yes,Medium
MCA,Information Security,6.29,Support Engineer,Python,No,1,Yes,Low
M.Tech,Machine Learning,6.4,Data Scientist,Python,No,0,Yes,Low
M.Tech,Electronics,9.68,Cloud Engineer,Python,Yes,3,No,High
B.Tech,CSE,8.27,DevOps Engineer,C++,Yes,3,Yes,Medium
MBA,Machine Learning,6.43,Data Scientist,Python,No,0,Yes,Low
M.Sc,Data Science,6.55,Business Analyst,Python,No,0,Yes,Low
B.Tech,Finance,6.41,Business Analyst,Java,No,0,Yes,Low
BBA,Finance,9.23,Business Analyst,Python,Yes,4,No,High
BCA,Electronics,9.84,Cloud Engineer,Java,Yes,3,Yes,High
B.Tech,Machine Learning,7.19,Data Scientist,Python,No,3,Yes,Medium
BCA,IT,9.97,Cloud Engineer,Python,Yes,3,Yes,High
B.Sc,Finance,7.72,Business Analyst,Python,Yes,3,Yes,Medium
B.Sc,AI,7.87,AI Engineer,Python,Yes,2,Yes,Medium
BBA,Software Engineering,9.25,Software Developer,Java,Yes,3,Yes,High
B.Sc,Data Science,8.73,Data Scientist,Python,Yes,3,Yes,High
B.Tech,Data Science,7.24,Business Analyst,Python,No,3,Yes,Medium
BCA,Software Engineering,8.84,Software Developer,Java,Yes,3,Yes,High
M.Sc,AI,9.02,AI Engineer,Python,Yes,4,Yes,High
B.Sc,CSE,9.49,Software Developer,C++,Yes,5,No,High
MBA,Data Science,7.62,Business Analyst,Python,Yes,2,Yes,Medium
MCA,Electronics,6.96,Support Engineer,Java,No,0,No,Low
M.Tech,CSE,6.51,DevOps Engineer,Python,No,0,No,Low
MCA,Information Security,7.6,Cyber Security Analyst,Python,Yes,2,Yes,Medium
B.Sc,Finance,9.92,Business Analyst,Python,Yes,5,Yes,High
M.Sc,Information Security,8.98,Cyber Security Analyst,Python,Yes,3,No,High
B.Tech,Cyber Security,9.51,Cyber Security Analyst,Python,Yes,4,Yes,High
MCA,Data Science,7.1,Business Analyst,Python,No,2,Yes,Medium
MCA,Information Security,9.83,Cyber Security Analyst,Python,Yes,3,Yes,High
M.Sc,Data Science,6.31,Business Analyst,Python,No,0,Yes,Low
BCA,Electronics,9.18,Cloud Engineer,Python,Yes,4,No,High
MBA,Electronics,7.39,Support Engineer,Java,No,3,Yes,Medium
MCA,Software Engineering,9.89,Software Developer,Java,Yes,3,Yes,High
MCA,Cyber Security,9.44,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,Machine Learning,9.8,AI Engineer,Python,Yes,4,Yes,High
B.Tech,AI,6.7,Data Scientist,Python,No,1,Yes,Low
BCA,AI,8.91,AI Engineer,Python,Yes,5,Yes,High
BBA,CSE,6.37,DevOps Engineer,Python,No,1,Yes,Low
B.Sc,Cyber Security,9.88,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,CSE,9.99,Software Developer,Java,Yes,3,Yes,High
BCA,Machine Learning,6.29,Data Scientist,Python,No,1,Yes,Low
BCA,Finance,7.9,Business Analyst,Java,Yes,2,No,Medium
BCA,CSE,8.15,DevOps Engineer,Java,Yes,2,Yes,Medium
MBA,Machine Learning,7.1,Data Scientist,Python,No,2,Yes,Medium
MBA,Finance,7.08,Business Analyst,C++,No,3,No,Medium
M.Sc,Information Security,9.01,Cyber Security Analyst,Python,Yes,3,No,High
BCA,Business Analytics,6.36,Business Analyst,Java,No,0,Yes,Low
MBA,Machine Learning,9.38,AI Engineer,Python,Yes,4,Yes,High
M.Tech,CSE,7.07,DevOps Engineer,C++,No,3,No,Medium
B.Sc,CSE,7.29,DevOps Engineer,C++,No,2,Yes,Medium
BCA,CSE,6.16,DevOps Engineer,Java,No,1,No,Low
M.Tech,Machine Learning,9.51,AI Engineer,Python,Yes,5,Yes,High
BCA,Software Engineering,7.22,DevOps Engineer,Java,No,3,No,Medium
BCA,IT,6.05,Support Engineer,Python,No,0,Yes,Low
MBA,Software Engineering,7.85,Software Developer,Java,Yes,3,Yes,Medium
B.Sc,AI,9.26,AI Engineer,Python,Yes,4,Yes,High
M.Sc,Electronics,7.68,Support Engineer,Python,Yes,3,Yes,Medium
B.Tech,Machine Learning,9.24,AI Engineer,Python,Yes,4,Yes,High
B.Sc,Electronics,8.12,Support Engineer,Python,Yes,3,Yes,Medium
BCA,Software Engineering,8.2,Software Developer,Java,Yes,2,Yes,Medium
B.Sc,Information Security,6.43,Support Engineer,Python,No,0,No,Low
M.Tech,Electronics,6.4,Support Engineer,C++,No,1,Yes,Low
B.Sc,IT,7.3,Support Engineer,C++,No,3,No,Medium
M.Tech,Business Analytics,6.62,Business Analyst,Python,No,0,No,Low
B.Tech,AI,7.11,Data Scientist,Python,No,3,Yes,Medium
BCA,Machine Learning,9.38,AI Engineer,Python,Yes,3,Yes,High
M.Sc,AI,8.88,AI Engineer,Python,Yes,4,Yes,High
B.Tech,Machine Learning,8.86,AI Engineer,Python,Yes,5,Yes,High
B.Sc,IT,9.61,Cloud Engineer,C++,Yes,4,No,High
BBA,CSE,9.76,Software Developer,Java,Yes,3,Yes,High
B.Tech,Cyber Security,9.24,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Cyber Security,9.4,Cyber Security Analyst,Python,Yes,5,Yes,High
MCA,Data Science,6.46,Business Analyst,Python,No,0,Yes,Low
M.Sc,Software Engineering,6.47,DevOps Engineer,Java,No,0,No,Low
B.Sc,Electronics,8.92,Support Engineer,C++,Yes,3,Yes,High
MCA,Machine Learning,9.42,AI Engineer,Python,Yes,3,Yes,High
B.Tech,Software Engineering,8.08,Software Developer,Java,Yes,2,No,Medium
MCA,IT,9.82,Cloud Engineer,Python,Yes,5,Yes,High
M.Tech,Business Analytics,8.04,Business Analyst,Python,Yes,3,Yes,Medium
BCA,Machine Learning,8.37,AI Engineer,Python,Yes,3,Yes,Medium
MCA,CSE,6.45,DevOps Engineer,C++,No,1,No,Low
M.Tech,Electronics,6.15,Support Engineer,C++,No,1,No,Low
B.Tech,Business Analytics,6.05,Business Analyst,C++,No,1,Yes,Low
BCA,CSE,8.65,Software Developer,Java,Yes,3,Yes,High
BBA,Machine Learning,9.31,AI Engineer,Python,Yes,5,Yes,High
B.Sc,AI,8.79,AI Engineer,Python,Yes,4,Yes,High
MCA,CSE,7.41,DevOps Engineer,Java,No,2,Yes,Medium
MCA,AI,8.49,AI Engineer,Python,Yes,2,Yes,Medium
MCA,Data Science,9.79,Data Scientist,Python,Yes,4,Yes,High
B.Sc,Data Science,8.1,Data Scientist,Python,Yes,3,Yes,Medium
MBA,Software Engineering,9.82,Software Developer,Java,Yes,4,No,High
B.Sc,Machine Learning,9.45,AI Engineer,Python,Yes,3,Yes,High
BCA,AI,9.23,AI Engineer,Python,Yes,3,Yes,High
M.Sc,IT,6.94,Support Engineer,Python,No,1,No,Low
BCA,Software Engineering,7.79,Software Developer,Java,Yes,2,No,Medium
M.Tech,Software Engineering,7.12,DevOps Engineer,Java,No,3,Yes,Medium
BBA,Business Analytics,6.89,Business Analyst,C++,No,1,No,Low
M.Sc,Cyber Security,9.84,Cyber Security Analyst,Python,Yes,5,Yes,High
M.Tech,Software Engineering,6.54,DevOps Engineer,Java,No,0,Yes,Low
BCA,Finance,6.2,Business Analyst,C++,No,0,No,Low
B.Sc,Business Analytics,6.64,Business Analyst,Python,No,0,Yes,Low
B.Sc,Finance,6.88,Business Analyst,Java,No,1,Yes,Low
M.Sc,IT,8.08,Cloud Engineer,C++,Yes,3,Yes,Medium
MCA,Machine Learning,8.69,AI Engineer,Python,Yes,4,Yes,High
M.Tech,Finance,6.43,Business Analyst,Python,No,1,Yes,Low
BCA,Finance,8.54,Business Analyst,Java,Yes,4,No,High
